bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_document_number,customer_external_doc_number,customer_payment_type,customer_description,score
75101,2025-01-21,-28750.0,10155321395,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200125 LCN 10155321395,9218,2025-01-21,-28750.0,BVC250000205,10155321395,CLT EFFET,Valider Impayé via escompte,100.0
75192,2025-01-28,-19564.669,10287816411,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 270125 LCN 10287816411,9270,2025-01-28,-19564.669,BVC250000114,10287816411,CLT EFFET,Valider Impayé via escompte,100.0
75240,2025-02-03,-39986.598,10109499177,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10109499177,9296,2025-02-03,4569.264,BEB24000136,10155417619,CLT EFFET,Validation Effet escompté en Banque,34.473684210526315
75246,2025-02-03,-16478.3,10109481620,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10109481620,9297,2025-02-03,48769.492,BEB24000136,10155419462,CLT EFFET,Validation Effet escompté en Banque,35.0
75257,2025-02-03,156262.211,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9292,2025-02-03,-85764.228,BVC250000145,10287201764,CLT EFFET,Valider Impayé via escompte,25.0
75271,2025-02-05,302453.828,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9317,2025-02-05,26408.461,BEB24000133,10155428968,CLT EFFET,Validation Effet escompté en Banque,25.0
75310,2025-02-11,194876.096,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9346,2025-02-11,6230.907,BEB24000150,10155430908,CLT EFFET,Validation Effet escompté en Banque,25.0
75321,2025-02-11,-37236.892,10109479777,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100225 LCN 10109479777,9350,2025-02-11,30773.442,BEB24000150,10155437795,CLT EFFET,Validation Effet escompté en Banque,34.473684210526315
75327,2025-02-11,-18766.609,10031573451,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100225 LCN 10031573451,9347,2025-02-11,19761.698,BEB24000150,10155441869,CLT EFFET,Validation Effet escompté en Banque,34.473684210526315
75339,2025-02-14,205232.816,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9361,2025-02-14,69950.081,BEB24000118,1014459687,CLT EFFET,Validation Effet escompté en Banque,25.0
75400,2025-02-18,-39986.598,10109499274,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150225 LCN 10109499274,9388,2025-02-17,13436.538,BEB24000149,10155450987,CLT EFFET,Validation Effet escompté en Banque,33.125
75403,2025-02-18,-18719.325,10109449707,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 160225 LCN 10109449707,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,75.0
75443,2025-02-25,255965.471,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9441,2025-02-25,-28750.0,BVC250000355,10155322850,CLT EFFET,Valider Impayé via escompte,25.0
75512,2025-03-03,-34688.227,10109481232,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10109481232,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,33.82352941176471
75546,2025-03-03,-18766.609,10031573645,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10031573645,9470,2025-03-03,-33100.0,BVC250000426,10155346906,CLT EFFET,Valider Impayé via escompte,35.0
75552,2025-03-03,-33100.0,10155346906,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10155346906,9470,2025-03-03,-33100.0,BVC250000426,10155346906,CLT EFFET,Valider Impayé via escompte,100.0
75579,2025-03-04,194283.813,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9492,2025-03-04,12595.121,BEB24000156,10155443033,CLT EFFET,Validation Effet escompté en Banque,25.0
75612,2025-03-07,195891.385,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,9517,2025-03-07,37129.773,BEB24000182,10155440705,CLT EFFET,Validation Effet escompté en Banque,25.0
75631,2025-03-10,-28750.0,10155323044,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 070325 LCN 10155323044,9539,2025-03-10,-28750.0,BVC250000409,10155323044,CLT EFFET,Valider Impayé via escompte,100.0
75746,2025-03-25,-33100.0,10155346809,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 240325 LCN 10155346809,9619,2025-03-24,-33100.0,BVC250000430,10155346712,CLT EFFET,Valider Impayé via escompte,98.75
75764,2025-03-27,-74122.59,10155432654,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200225 LCN 10155432654,9376,2025-02-17,74122.59,BEB24000120,10155432654,CLT EFFET,Validation Effet escompté en Banque,75.0
75856,2025-04-03,-17839.255,10205073956,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310325 LCN 10205073956,9670,2025-04-03,46369.331,BEB24000193,10396627713,CLT EFFET,Validation Effet escompté en Banque,34.375
75862,2025-04-07,375074.704,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9683,2025-04-07,64522.047,BEB24000205,9914964222,CLT EFFET,Validation Effet escompté en Banque,25.0
75882,2025-04-08,-16086.758,10396906394,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 070425 LCN 10396906394,9698,2025-04-08,-16086.758,BVC250000572,10396906394,CLT EFFET,Valider Impayé via escompte,100.0
75919,2025-04-14,287701.447,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9749,2025-04-14,23630.481,BEB24000207,10155456128,CLT EFFET,Validation Effet escompté en Banque,25.0
75943,2025-04-16,-70134.839,10155433042,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150425 LCN 10155433042,9375,2025-02-17,70134.839,BEB24000120,10155433042,CLT EFFET,Validation Effet escompté en Banque,75.0
75973,2025-04-21,-5999.133,10155412284,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 180425 LCN 10155412284,9253,2025-01-27,5999.133,BEB24000130,10155412381,CLT EFFET,Validation Effet escompté en Banque,75.0
76028,2025-04-29,96430.019,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,9823,2025-04-29,8329.758,BEB24000218,101245365,CLT EFFET,Validation Effet escompté en Banque,25.0
76110,2025-05-05,469248.619,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9897,2025-05-05,58321.1,BEB24000223,10396931420,CLT EFFET,Validation Effet escompté en Banque,25.0
76125,2025-05-06,-66820.024,10155440414,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050525 LCN 10155440414,9335,2025-02-07,66820.024,BEB24000137,10155440414,CLT EFFET,Validation Effet escompté en Banque,75.0
76171,2025-05-12,489777.876,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9920,2025-05-12,37882.894,BEB24000236,10396987583,CLT EFFET,Validation Effet escompté en Banque,25.0
76172,2025-05-13,50049.342,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9964,2025-05-13,5000.0,BEB24000242,10396974197,CLT EFFET,Validation Effet escompté en Banque,25.0
76200,2025-05-16,-9956.272,10155450017,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 10155450017,9416,2025-02-24,9956.272,BEB24000131,10155450405,CLT EFFET,Validation Effet escompté en Banque,75.0
76220,2025-05-21,-7000.0,10309251956,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200525 LCN 10309251956,9132,2025-01-13,7000.0,BEB24000096,10309251665,CLT EFFET,Validation Effet escompté en Banque,75.0
76352,2025-06-05,791295.752,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,10025,2025-06-05,20000.0,BEB24000264,10396676989,CLT EFFET,Validation Effet escompté en Banque,25.0
76400,2025-06-09,-105971.955,10396946067,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050625 LCN 10396946067,9510,2025-03-05,105971.955,BEB24000157,10396946067,CLT EFFET,Validation Effet escompté en Banque,75.0
76406,2025-06-09,-4500.0,10309291435,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050625 LCN 10309291435,9759,2025-04-14,4500.0,BEB24000207,10309291435,CLT EFFET,Validation Effet escompté en Banque,75.0
76434,2025-06-12,125108.304,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,10078,2025-06-12,8318.558,BEB24000270,10396664670,CLT EFFET,Validation Effet escompté en Banque,25.0
76447,2025-06-16,-4500.0,10309291532,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 130625 LCN 10309291532,9759,2025-04-14,4500.0,BEB24000207,10309291435,CLT EFFET,Validation Effet escompté en Banque,75.0
76478,2025-06-23,-12205.88,10109490932,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200625 LCN 10109490932,10132,2025-06-27,11937.8,BEB24000296,10816986525,CLT EFFET,Validation Effet escompté en Banque,26.25
76504,2025-06-27,11937.8,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,10132,2025-06-27,11937.8,BEB24000296,10816986525,CLT EFFET,Validation Effet escompté en Banque,85.0
