bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_total_amount,customer_document_number,customer_external_doc_number,customer_payment_type,customer_description,score
160250,2025-01-29,-350.0,264185,FRS CHQ,RETRAIT CHEQUE TND,98740,2025-01-22,-2770.515,-2770.515,CHP250000115,264189,FRS CHQ,Paiement ChèquesFournisseur,15.0
160253,2025-01-29,-28750.0,10469535,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98745,2025-01-29,-28750.0,-28750.0,BVC250000207,10155322268,CLT EFFET,Valider Impayé via escompte,83.75
160258,2025-01-28,-28750.0,10469529,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98745,2025-01-29,-28750.0,-28750.0,BVC250000207,10155322268,CLT EFFET,Valider Impayé via escompte,82.5
160260,2025-01-24,-100000.0,264186,FRS CHQ,REGLEMENT CHEQUE N,98740,2025-01-22,-2770.515,-2770.515,CHP250000115,264189,FRS CHQ,Paiement ChèquesFournisseur,21.25
160261,2025-01-23,-200000.0,264183,FRS CHQ,REGLEMENT CHEQUE N,98740,2025-01-22,-2770.515,-2770.515,CHP250000115,264189,FRS CHQ,Paiement ChèquesFournisseur,22.5
160262,2025-01-22,-2770.515,264189,FRS CHQ,REGLEMENT CHEQUE N,98740,2025-01-22,-2770.515,-2770.515,CHP250000115,264189,FRS CHQ,Paiement ChèquesFournisseur,83.75
160266,2025-01-20,168255.582,880183,CLT EFFET,ACCORD ESCOMPTE > ACCORD ESCOMPTE,98707,2025-01-20,4380.0,168255.582,BEB24000102,10155334587,CLT EFFET,Validation Effet escompté en Banque,83.75
160267,2025-01-20,172129.645,879838,CLT EFFET,ACCORD ESCOMPTE > ACCORD ESCOMPTE,98719,2025-01-20,15000.0,172129.645,BEB24000103,10396910953,CLT EFFET,Validation Effet escompté en Banque,83.75
160270,2025-01-16,-3000.0,264184,FRS CHQ,REGLEMENT CHEQUE N,98706,2025-01-16,-3000.0,-3000.0,CHP250000114,264184,FRS CHQ,Paiement ChèquesFournisseur,83.75
160272,2025-01-14,-14600.0,10477333,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98703,2025-01-14,-14600.0,-14600.0,BVC250000140,10155342250,CLT EFFET,Valider Impayé via escompte,83.75
160274,2025-01-14,-34375.83,10469522,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98702,2025-01-14,-34375.83,-34375.83,BVC250000072,10155319746,CLT EFFET,Valider Impayé via escompte,83.75
160277,2025-01-14,-200000.0,264182,FRS CHQ,REGLEMENT CHEQUE N,98706,2025-01-16,-3000.0,-3000.0,CHP250000114,264184,FRS CHQ,Paiement ChèquesFournisseur,21.25
160283,2025-01-10,155256.525,877320,CLT EFFET,ACCORD ESCOMPTE > ACCORD ESCOMPTE,98675,2025-01-10,15343.728,155256.525,BEB24000094,10155330028,CLT EFFET,Validation Effet escompté en Banque,83.75
160286,2025-01-09,165791.763,877050,CLT EFFET,ACCORD ESCOMPTE > ACCORD ESCOMPTE,98665,2025-01-09,25000.0,165791.763,BEB24000089,10155331871,CLT EFFET,Validation Effet escompté en Banque,83.75
160287,2025-01-08,-12984.0,10475593,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98664,2025-01-08,-12984.0,-12984.0,BVC250000141,10155361941,CLT EFFET,Valider Impayé via escompte,83.75
160288,2025-01-08,-16500.0,10490556,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98662,2025-01-06,-16500.0,-16500.0,BVC250000068,10287839303,CLT EFFET,Valider Impayé via escompte,81.25
160298,2025-01-03,-33257.47,10475585,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98658,2025-01-03,-33257.47,-33257.47,BVC250000094,10155360971,CLT EFFET,Valider Impayé via escompte,83.75
160299,2025-01-03,-34375.829,10469519,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98657,2025-01-03,-34375.829,-34375.829,BVC250000071,10155319552,CLT EFFET,Valider Impayé via escompte,83.75
160300,2025-01-03,-15841.149,10486461,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98660,2025-01-03,-15841.149,-15841.149,BVC250000193,10155285505,CLT EFFET,Valider Impayé via escompte,83.75
160306,2025-01-03,-58709.107,264179,FRS CHQ,REGLEMENT CHEQUE N,98661,2025-01-03,-58709.107,-58709.107,CHP250000113,264179,FRS CHQ,Paiement ChèquesFournisseur,83.75
160312,2025-01-02,-26196.409,10475567,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98655,2025-01-02,-26196.409,-26196.409,BVC250000136,10155347585,CLT EFFET,Valider Impayé via escompte,83.75
160252,2025-01-29,-26196.409,10475586,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98744,2025-01-29,-26196.409,-26196.409,BVC250000195,10155347391,CLT EFFET,Valider Impayé via escompte,83.75
160263,2025-01-21,-28750.0,10469531,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98739,2025-01-21,-28750.0,-28750.0,BVC250000204,10155321201,CLT EFFET,Valider Impayé via escompte,83.75
160271,2025-01-14,-28750.0,10469525,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98704,2025-01-14,-28750.0,-28750.0,BVC250000202,10155320910,CLT EFFET,Valider Impayé via escompte,83.75
160281,2025-01-13,142211.684,877759,CLT EFFET,ACCORD ESCOMPTE > ACCORD ESCOMPTE,98691,2025-01-13,35154.503,142211.684,BEB24000098,10396908916,CLT EFFET,Validation Effet escompté en Banque,83.75
160292,2025-01-08,-26196.409,10475589,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98663,2025-01-08,-26196.409,-26196.409,BVC250000137,10155347003,CLT EFFET,Valider Impayé via escompte,83.75
160305,2025-01-03,-12473.794,10475568,CLT EFFET,EFF IMP DEF NO > IMPAYE DEF EFFET,98659,2025-01-03,-12473.794,-12473.794,BVC250000121,10155355442,CLT EFFET,Valider Impayé via escompte,83.75
